,roc,avg_roc,std_roc,pos_f1,avg_pos_f1,std_pos_f1,weight_f1,avg_weight_f1,std_weight_f1,gmean,avg_gmean,std_gmean
KS,"[0.5476, 0.5636, 0.5654, 0.5595, 0.5645, 0.5578, 0.5458, 0.5484, 0.5458, 0.5382, 0.5841, 0.585, 0.5832, 0.5908, 0.5595, 0.5899, 0.5604, 0.5943, 0.5765, 0.5841, 0.5651, 0.6025, 0.6288, 0.6007, 0.5949, 0.5981, 0.5744, 0.6203, 0.6016, 0.6051, 0.5534, 0.5338, 0.511, 0.5364, 0.5338, 0.549, 0.5347, 0.5151, 0.5534, 0.5253, 0.5989, 0.5914, 0.5878, 0.5972, 0.5718, 0.5922, 0.5914, 0.6039, 0.5861, 0.5794]",0.571638,0.027122115625444854,"[0.18, 0.22, 0.22, 0.21, 0.22, 0.2, 0.17, 0.18, 0.17, 0.16, 0.26, 0.27, 0.26, 0.28, 0.21, 0.27, 0.21, 0.29, 0.25, 0.26, 0.22, 0.29, 0.35, 0.29, 0.28, 0.28, 0.24, 0.33, 0.29, 0.3, 0.19, 0.15, 0.09, 0.15, 0.15, 0.18, 0.15, 0.11, 0.19, 0.13, 0.28, 0.27, 0.26, 0.28, 0.23, 0.27, 0.27, 0.29, 0.25, 0.24]",0.2298,0.05784427370103285,"[0.865, 0.8692, 0.8713, 0.8718, 0.8702, 0.8697, 0.863, 0.8661, 0.863, 0.8614, 0.8785, 0.8796, 0.8774, 0.8788, 0.8718, 0.8777, 0.8729, 0.8833, 0.8771, 0.8785, 0.8633, 0.877, 0.8849, 0.8748, 0.8757, 0.8715, 0.8667, 0.8827, 0.8759, 0.8803, 0.8646, 0.8565, 0.8514, 0.8594, 0.8565, 0.8595, 0.8574, 0.8494, 0.8646, 0.8539, 0.8726, 0.8714, 0.8671, 0.8704, 0.8635, 0.8725, 0.8714, 0.8704, 0.8649, 0.8648]",0.869226,0.008362363541487528,"[0.3607, 0.4029, 0.4036, 0.384, 0.4033, 0.3833, 0.36, 0.361, 0.36, 0.3371, 0.443, 0.4434, 0.4426, 0.4602, 0.384, 0.4598, 0.3843, 0.4619, 0.4245, 0.443, 0.4194, 0.4916, 0.5391, 0.4907, 0.4754, 0.4894, 0.4385, 0.5239, 0.4912, 0.493, 0.3815, 0.3355, 0.2543, 0.3365, 0.3355, 0.3798, 0.3359, 0.2831, 0.3815, 0.3106, 0.4898, 0.4736, 0.4719, 0.4889, 0.4373, 0.4741, 0.4736, 0.504, 0.471, 0.4547]",0.42055800000000004,0.06498467539351103
DES,"[0.5081, 0.5108, 0.5336, 0.5166, 0.4988, 0.5201, 0.5184, 0.5032, 0.5371, 0.5166, 0.5225, 0.53, 0.5157, 0.5233, 0.5385, 0.5318, 0.5157, 0.5327, 0.5131, 0.5216, 0.5292, 0.5657, 0.5309, 0.547, 0.5496, 0.5505, 0.5353, 0.5225, 0.53, 0.5318, 0.5081, 0.5225, 0.5149, 0.5166, 0.5184, 0.5175, 0.509, 0.5064, 0.5233, 0.5166, 0.5447, 0.5625, 0.5616, 0.5625, 0.526, 0.5456, 0.5599, 0.5599, 0.5447, 0.5532]",0.529492,0.0174204459185177,"[0.06, 0.06, 0.14, 0.08, 0.03, 0.09, 0.09, 0.03, 0.14, 0.08, 0.11, 0.13, 0.08, 0.11, 0.15, 0.13, 0.08, 0.13, 0.08, 0.1, 0.13, 0.23, 0.13, 0.17, 0.18, 0.18, 0.14, 0.11, 0.13, 0.13, 0.06, 0.11, 0.08, 0.08, 0.09, 0.08, 0.06, 0.05, 0.11, 0.08, 0.17, 0.22, 0.22, 0.22, 0.11, 0.17, 0.21, 0.21, 0.17, 0.19]",0.12240000000000001,0.052251698536985386,"[0.8599, 0.8626, 0.8695, 0.8632, 0.8557, 0.8668, 0.865, 0.8599, 0.8734, 0.8632, 0.8635, 0.8656, 0.8622, 0.8645, 0.8685, 0.8675, 0.8622, 0.8685, 0.8595, 0.8626, 0.8646, 0.8792, 0.8666, 0.8714, 0.8745, 0.8756, 0.8715, 0.8635, 0.8656, 0.8675, 0.8599, 0.8635, 0.8613, 0.8632, 0.865, 0.8641, 0.8608, 0.8581, 0.8645, 0.8632, 0.8756, 0.8828, 0.8817, 0.8828, 0.8673, 0.8766, 0.8796, 0.8796, 0.8756, 0.8787]",0.8677539999999999,0.007008286809199532,"[0.1825, 0.183, 0.2885, 0.2235, 0.1289, 0.2243, 0.2239, 0.1295, 0.2896, 0.2235, 0.2574, 0.2875, 0.2233, 0.2576, 0.3149, 0.288, 0.2233, 0.2883, 0.2227, 0.2571, 0.2872, 0.3864, 0.2878, 0.3402, 0.3411, 0.3414, 0.2891, 0.2574, 0.2875, 0.288, 0.1825, 0.2574, 0.2231, 0.2235, 0.2239, 0.2237, 0.1827, 0.1822, 0.2576, 0.2235, 0.3169, 0.3663, 0.366, 0.3663, 0.2583, 0.3172, 0.3653, 0.3653, 0.3169, 0.3423]",0.26768600000000004,0.06266388436731321
